2025-11-29 12:12:45.079 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2025-11-29 12:23:32.468 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-47] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@4b1a0a70: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:23:32.469 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-48] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:23:32.469 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-48] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:23:37.484 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-48] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@5fd745c8: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:23:37.485 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-49] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:23:37.486 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-49] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:23:42.499 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-49] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@2f10de76: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:23:42.500 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-50] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:23:42.500 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-50] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:23:47.514 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-50] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@7c0f01f5: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:23:47.515 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-51] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:23:47.515 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-51] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:23:52.529 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-51] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@354afab2: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:23:52.530 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-52] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:23:52.531 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-52] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:23:57.544 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-52] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@744f4fa5: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:23:57.545 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-53] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:23:57.545 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-53] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:24:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 12:24:00.001 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 12:24:02.559 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-53] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@1b188524: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:24:02.560 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-54] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:24:02.561 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-54] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:24:07.575 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-54] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@20a60107: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:24:07.576 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-55] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:24:07.577 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-55] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:24:12.589 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-55] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@34ed7ad2: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:24:12.590 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-56] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:24:12.591 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-56] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:24:17.602 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-56] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@730aab55: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:24:17.603 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-57] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:24:17.604 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-57] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:24:22.619 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-57] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@245ca77a: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:24:22.620 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-58] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:24:22.621 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-58] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:24:27.634 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-58] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@1829a26: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:24:27.635 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-59] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:24:27.667 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-59] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2025-11-29 12:24:27.671 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-59] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2025-11-29 12:24:27.671 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-59] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2025-11-29 12:25:00.000 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 12:25:00.000 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 12:26:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 12:26:00.001 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 12:27:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 12:27:00.001 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 12:28:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 12:28:00.001 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 12:29:00.000 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 12:29:00.000 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 12:30:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 12:30:00.001 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 12:30:45.454 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
2025-11-29 12:30:45.455 [SpringApplicationShutdownHook] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-11-29 12:30:45.496 [tomcat-shutdown] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown - Graceful shutdown complete
2025-11-29 12:30:45.501 [SpringApplicationShutdownHook] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Shutting down Quartz Scheduler
2025-11-29 12:30:45.501 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED shutting down.
2025-11-29 12:30:45.501 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED paused.
2025-11-29 12:30:45.501 [SpringApplicationShutdownHook] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED shutdown complete.
2025-11-29 12:30:47.020 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2025-11-29 12:30:47.049 [main] INFO  org.example.MyProjectBackendApplication - Starting MyProjectBackendApplication using Java 17.0.17 with PID 14664 (D:\javaWorkSpace\--LightplaceBlog--\my-project-backend\target\classes started by xiesonglin in D:\javaWorkSpace\--LightplaceBlog--)
2025-11-29 12:30:47.050 [main] INFO  org.example.MyProjectBackendApplication - No active profile set, falling back to 1 default profile: "default"
2025-11-29 12:30:47.678 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-11-29 12:30:47.680 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-11-29 12:30:47.700 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 10 ms. Found 0 Redis repository interfaces.
2025-11-29 12:30:48.103 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-11-29 12:30:48.110 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-11-29 12:30:48.111 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-11-29 12:30:48.111 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.36]
2025-11-29 12:30:48.155 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-11-29 12:30:48.155 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 981 ms
2025-11-29 12:30:48.391 [main] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2025-11-29 12:30:48.402 [main] INFO  o.s.b.a.logging.ConditionEvaluationReportLogger - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2025-11-29 12:31:17.350 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2025-11-29 12:31:17.380 [main] INFO  org.example.MyProjectBackendApplication - Starting MyProjectBackendApplication using Java 17.0.17 with PID 9808 (D:\javaWorkSpace\--LightplaceBlog--\my-project-backend\target\classes started by xiesonglin in D:\javaWorkSpace\--LightplaceBlog--)
2025-11-29 12:31:17.380 [main] INFO  org.example.MyProjectBackendApplication - No active profile set, falling back to 1 default profile: "default"
2025-11-29 12:31:18.000 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-11-29 12:31:18.001 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-11-29 12:31:18.021 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 10 ms. Found 0 Redis repository interfaces.
2025-11-29 12:31:18.414 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-11-29 12:31:18.421 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-11-29 12:31:18.422 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-11-29 12:31:18.423 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.36]
2025-11-29 12:31:18.465 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-11-29 12:31:18.466 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 962 ms
2025-11-29 12:31:18.700 [main] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2025-11-29 12:31:18.710 [main] INFO  o.s.b.a.logging.ConditionEvaluationReportLogger - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2025-11-29 12:31:31.719 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2025-11-29 12:31:31.747 [main] INFO  org.example.MyProjectBackendApplication - Starting MyProjectBackendApplication using Java 17.0.17 with PID 7892 (D:\javaWorkSpace\--LightplaceBlog--\my-project-backend\target\classes started by xiesonglin in D:\javaWorkSpace\--LightplaceBlog--)
2025-11-29 12:31:31.748 [main] INFO  org.example.MyProjectBackendApplication - No active profile set, falling back to 1 default profile: "default"
2025-11-29 12:31:32.457 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-11-29 12:31:32.459 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-11-29 12:31:32.481 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 12 ms. Found 0 Redis repository interfaces.
2025-11-29 12:31:32.917 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-11-29 12:31:32.925 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-11-29 12:31:32.926 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-11-29 12:31:32.926 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.36]
2025-11-29 12:31:32.971 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-11-29 12:31:32.971 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1102 ms
2025-11-29 12:31:33.885 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name accountIServiceImpl
2025-11-29 12:31:34.276 [main] INFO  org.quartz.impl.StdSchedulerFactory - Using default implementation for ThreadExecutor
2025-11-29 12:31:34.283 [main] INFO  org.quartz.core.SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2025-11-29 12:31:34.283 [main] INFO  org.quartz.core.QuartzScheduler - Quartz Scheduler v.2.3.2 created.
2025-11-29 12:31:34.283 [main] INFO  org.quartz.simpl.RAMJobStore - RAMJobStore initialized.
2025-11-29 12:31:34.284 [main] INFO  org.quartz.core.QuartzScheduler - Scheduler meta-data: Quartz Scheduler (v2.3.2) 'quartzScheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

2025-11-29 12:31:34.284 [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler 'quartzScheduler' initialized from an externally provided properties instance.
2025-11-29 12:31:34.284 [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler version: 2.3.2
2025-11-29 12:31:34.284 [main] INFO  org.quartz.core.QuartzScheduler - JobFactory set to: org.springframework.scheduling.quartz.SpringBeanJobFactory@46067a74
2025-11-29 12:31:34.364 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-11-29 12:31:34.371 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-11-29 12:31:34.373 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:31:39.371 [main] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Broker not available; cannot force queue declarations during start: java.net.ConnectException: Connection refused: getsockopt
2025-11-29 12:31:39.376 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:31:44.370 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:31:49.372 [main] INFO  o.s.scheduling.quartz.SchedulerFactoryBean - Starting Quartz Scheduler now
2025-11-29 12:31:49.372 [main] INFO  org.quartz.core.QuartzScheduler - Scheduler quartzScheduler_$_NON_CLUSTERED started.
2025-11-29 12:31:49.381 [main] INFO  org.example.MyProjectBackendApplication - Started MyProjectBackendApplication in 17.997 seconds (process running for 18.391)
2025-11-29 12:31:54.386 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@78d52d4c: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:31:54.387 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:31:59.383 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:32:00.004 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 12:32:00.014 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 12:32:09.395 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@2dfa2a7c: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:32:09.396 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:32:14.398 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:32:24.410 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@57f047c3: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:32:24.411 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:32:29.412 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:32:39.426 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@4d9c7680: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:32:39.427 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-5] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:32:44.429 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-5] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:32:54.443 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-5] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@14510391: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:32:54.444 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-6] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:32:59.444 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-6] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:33:00.000 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 12:33:00.000 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 12:33:09.459 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-6] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@448739be: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:33:09.460 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-7] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:33:14.460 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-7] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:33:24.473 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-7] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@235561e: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:33:24.474 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-8] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:33:29.464 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-8] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:33:39.474 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-8] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@4a70f3fe: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:33:39.475 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-9] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:33:44.481 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-9] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:33:54.489 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-9] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@d91fb30: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:33:54.490 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-10] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:33:59.480 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-10] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:34:00.001 [scheduling-1] INFO  org.example.task.BaseInfoUpdateTask - 开始执行定时任务：更新网站基础信息
2025-11-29 12:34:00.001 [scheduling-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-29 12:34:09.489 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-10] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@71f420b7: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:34:09.490 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-11] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:34:14.492 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-11] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:34:24.503 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-11] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@31a8e52b: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2025-11-29 12:34:24.504 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-12] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
2025-11-29 12:34:29.495 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-12] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:15672]
